14,simple,"от 12,9 млн. ","от 12,9 млн.  - 8",1,Дом,https://www.stonedom.ru/upload/resize_cache/iblock/087/354_272_2/x5rk82m1hwmckhmq2ik1n0csqud2foyp.jpg,8,Площадь,196,1,1,Спален,3,1,1,Санузлов,"
2",1,1,Этажей,2,1,1
16,simple,Сириус,Сириус - 8,1,Дом,https://www.stonedom.ru/upload/resize_cache/iblock/716/354_272_2/8j3jhuwun2npl9b29k9om068bi9vos0h.jpg,8,Площадь,191,1,1,Спален,4,1,1,Санузлов,"
2",1,1,Этажей,2,1,1
20,simple,Раменск,Раменск - 9,1,Дом,https://www.stonedom.ru/upload/resize_cache/iblock/58a/354_272_2/58af6e147651324f8c5d12ac8020adc8.jpg,9,Площадь,178,1,1,Спален,4,1,1,Санузлов,"
3",1,1,Этажей,2,1,1
22,simple,"от 13,7 млн. ","от 13,7 млн.  - 6",1,Дом,https://www.stonedom.ru/upload/resize_cache/iblock/097/341_270_2/0973c5e2cbe3b4cb7ec64570f80018bc.jpg,6,Площадь,118,1,1,Спален,4,1,1,Санузлов,"
2",1,1,Этажей,2,1,1
24,simple,Магдебург,Магдебург - 8,1,Дом,https://www.stonedom.ru/upload/resize_cache/iblock/f40/354_272_2/fr43klybya7c8nmjs3r0rg0k4ydmy4zo.jpg,8,Площадь,149,1,1,Спален,4,1,1,Санузлов,"
3",1,1,Этажей,1 ,1,1
0,simple,Кёльн,Кёльн - 8,1,Дом,https://www.stonedom.ru/upload/resize_cache/iblock/c57/341_270_2/c572fe00c56c6d35ff06f5c28ead43da.jpg,8,Площадь,207,1,1,Спален,3,1,1,Санузлов,"
3",1,1,Этажей,2,1,1
3,simple,"от 8,3 млн. ","от 8,3 млн.  - 9",1,Дом,https://www.stonedom.ru/upload/resize_cache/iblock/2c8/354_272_2/wrramd50qr6xxf3hsoedgr431ws0lkge.jpg,9,Площадь,240,1,1,Спален,3,1,1,Санузлов,"
3",1,1,Этажей,2,1,1
6,simple,Штутгарт,Штутгарт - 10,1,Дом,https://www.stonedom.ru/upload/resize_cache/iblock/6da/354_272_2/6da73a2b62d2fd0f8417d9f960f627dd.jpg,10,Площадь,165,1,1,Спален,2,1,1,Санузлов,"
3",1,1,Этажей,2,1,1
9,simple,"от 9,7 млн. ","от 9,7 млн.  - 8",1,Дом,https://www.stonedom.ru/upload/resize_cache/iblock/0c5/341_270_2/0c5b597e6337fe31690634103ec3923b.jpg,8,Площадь,154,1,1,Спален,3,1,1,Санузлов,"
2",1,1,Этажей,1 ,1,1
12,simple,Дессау,Дессау - 13,1,Дом,https://www.stonedom.ru/upload/resize_cache/iblock/5a0/341_270_2/5a0e09c12bed828fbd621085ae79527a.jpg,13,Площадь,296,1,1,Спален,4,1,1,Санузлов,"
2",1,1,Этажей,2,1,1
18,simple,Бразилиа,Бразилиа - 13,1,Дом,https://www.stonedom.ru/upload/resize_cache/iblock/ab8/341_270_2/ab840da206eb9bf748ccfd08ddb13541.jpg,13,Площадь,257,1,1,Спален,4,1,1,Санузлов,"
3",1,1,Этажей,2,1,1
21,simple,"от 8,1 млн. ","от 8,1 млн.  - 9",1,Дом,https://www.stonedom.ru/upload/resize_cache/iblock/29f/354_272_2/29fd2eab67981308fdec131b917e1f09.jpg,9,Площадь,213,1,1,Спален,3,1,1,Санузлов,"
3",1,1,Этажей,2,1,1
24,simple,Зингер,Зингер - 9,1,Дом,https://www.stonedom.ru/upload/resize_cache/iblock/201/341_270_2/201fb455269b365d38b7b318f8d0fe90.jpg,9,Площадь,221,1,1,Спален,4,1,1,Санузлов,"
2",1,1,Этажей,2,1,1
27,simple,"от 13,3 млн. ","от 13,3 млн.  - 10",1,Дом,https://www.stonedom.ru/upload/resize_cache/iblock/41a/354_272_2/41acdb9f2f3c0ccd9d1acb4f970e7f44.jpg,10,Площадь,231,1,1,Спален,4,1,1,Санузлов,"
3",1,1,Этажей,2,1,1
30,simple,Дельта,Дельта - 9,1,Дом,https://www.stonedom.ru/upload/resize_cache/iblock/d23/341_270_2/d23562b933c855c4139aefc4eb00f1fc.jpg,9,Площадь,203,1,1,Спален,2,1,1,Санузлов,"
3",1,1,Этажей,2,1,1
0,simple,Бертон,Бертон - 7,1,Дом,https://www.stonedom.ru/upload/resize_cache/iblock/dcb/341_270_2/dcb6f83d51e57cd30b307ae55efafdd5.jpg,7,Площадь,174.2,1,1,Спален,2,1,1,Санузлов,"
2",1,1,Этажей,2,1,1
4,simple,"от 7,8 млн. ","от 7,8 млн.  - 9",1,Дом,https://www.stonedom.ru/upload/resize_cache/iblock/066/354_272_2/066d8c7c91f1b2b05d10aad645a59efe.jpg,9,Площадь,215,1,1,Спален,3,1,1,Санузлов,"
2",1,1,Этажей,2,1,1
8,simple,Джиба,Джиба - 8,1,Дом,https://www.stonedom.ru/upload/resize_cache/iblock/301/341_270_2/30164e0a8ff3f07b129e3c59a75dc997.jpg,8,Площадь,189,1,1,Спален,3,1,1,Санузлов,"
3",1,1,Этажей,2,1,1
12,simple,"от 9,6 млн. ","от 9,6 млн.  - 7",1,Дом,https://www.stonedom.ru/upload/resize_cache/iblock/a46/354_272_2/a460aa994f35d0270c76c28433ffdc48.jpg,7,Площадь,169,1,1,Спален,4,1,1,Санузлов,"
3",1,1,Этажей,2,1,1
16,simple,Бьянко,Бьянко - 8,1,Дом,https://www.stonedom.ru/upload/resize_cache/iblock/5f7/341_270_2/5f7673447d7a928eb20e498ee8fa724f.jpg,8,Площадь,185,1,1,Спален,4,1,1,Санузлов,"
2",1,1,Этажей,2,1,1
20,simple,"от 8,5 млн. ","от 8,5 млн.  - 6",1,Дом,https://www.stonedom.ru/upload/resize_cache/iblock/94a/354_272_2/94a51e8f2b50548585a154033af8af1c.jpg,6,Площадь,157,1,1,Спален,4,1,1,Санузлов,"
3",1,1,Этажей,2,1,1
28,simple,"от 7,6 млн. ","от 7,6 млн.  - 10",1,Дом,https://www.stonedom.ru/upload/resize_cache/iblock/0ec/354_272_2/0ec83e3399c24e28cbc722084a7d411f.jpg,10,Площадь,182,1,1,Спален,4,1,1,Санузлов,"
2",1,1,Этажей,1 ,1,1
32,simple,Сингапур,Сингапур - 8,1,Дом,https://www.stonedom.ru/upload/resize_cache/iblock/e02/341_270_2/e02afef347600c7c0a125b440cd1ba05.jpg,8,Площадь,178,1,1,Спален,3,1,1,Санузлов,"
3",1,1,Этажей,2,1,1
36,simple,"от 8,3 млн. ","от 8,3 млн.  - 8",1,Дом,https://www.stonedom.ru/upload/resize_cache/iblock/edc/354_272_2/edc8f11ea9b6294eb21efb656ca97550.jpg,8,Площадь,195,1,1,Спален,3,1,1,Санузлов,"
3",1,1,Этажей,2,1,1
0,simple,Уэльс,Уэльс - 8,1,Дом,https://www.stonedom.ru/upload/resize_cache/iblock/be8/341_270_2/be83452410e03620148d9c84b02dcc86.jpg,8,Площадь,143,1,1,Спален,4,1,1,Санузлов,"
2",1,1,Этажей,2,1,1
5,simple,"от 8,4 млн. ","от 8,4 млн.  - 8",1,Дом,https://www.stonedom.ru/upload/resize_cache/iblock/42c/341_270_2/42c2b26820fe87fc849c18cb26c40fb6.jpg,8,Площадь,172,1,1,Спален,3,1,1,Санузлов,"
2",1,1,Этажей,2,1,1
10,simple,Тэтчер,Тэтчер - 7,1,Дом,https://www.stonedom.ru/upload/resize_cache/iblock/851/354_272_2/851e39cffa93a372482a04d6a579aa49.jpg,7,Площадь,147,1,1,Спален,3,1,1,Санузлов,"
2",1,1,Этажей,2,1,1
15,simple,"от 8,6 млн. ","от 8,6 млн.  - 8",1,Дом,https://www.stonedom.ru/upload/resize_cache/iblock/575/341_270_2/5759c546b2bc3f7aaf05f277fc00a07e.jpg,8,Площадь,178,1,1,Спален,3,1,1,Санузлов,"
2",1,1,Этажей,2,1,1
20,simple,Спарта,Спарта - 7,1,Дом,https://www.stonedom.ru/upload/resize_cache/iblock/e3d/354_272_2/e3d8ce36ce6121429e0988bf77249059.jpg,7,Площадь,176,1,1,Спален,3,1,1,Санузлов,"
2",1,1,Этажей,2,1,1
25,simple,"от 7,3 млн. ","от 7,3 млн.  - 7",1,Дом,https://www.stonedom.ru/upload/resize_cache/iblock/8aa/341_270_2/nc45jkx1y8alpin2zmzzbhyu5votun17.jpg,7,Площадь,151,1,1,Спален,3,1,1,Санузлов,"
2",1,1,Этажей,2,1,1
